Geweke_Z_score,best_llh,best_post,best_pri,caset,disc,gen_e,gen_llh,gen_llh_with_model_e,gen_post,gen_pri,model_e,mx_f,mx_precision,mx_recall,n_genes,n_tumors,prog_f,prog_precision,prog_recall,spent_time,star_llh,star_post,star_pri,tree_depth,tree_idx,tree_size,w_mx_f,w_mx_precision,w_mx_recall,w_prog_f,w_prog_precision,w_prog_recall
0.21,-27.3455,-27.3455,0.0,0.4484848484848485,0.8337337662337662,0.01,-38.56184320239647,-23.793640403700177,-38.56184320239647,0.0,0.011430639878388089,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,1101.0,-28.0319,-28.0319,0.0,1.579,22.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0
0.559,-98.8448,-98.8448,0.0,0.46861111111111114,0.7184089405964402,0.01,-172.9250741262824,-122.93505851944914,-172.9250741262824,0.0,0.004406205985946364,0.30769230769230765,0.6666666666666666,0.2,16.0,30.0,0.2702702702702703,0.5555555555555556,0.17857142857142858,5988.0,-119.2017,-119.2017,0.0,1.579,22.0,3.8,0.5351784597273259,0.9560319909992203,0.3715978707867231,0.5839769045901038,0.7618237030742139,0.47345047782904803
0.299,-337.5369,-337.5369,0.0,0.360038986354776,0.533056547091635,0.01,-633.0874124131363,-365.59400396349304,-633.0874124131363,0.0,0.0005062094341810131,0.5238095238095237,0.7857142857142857,0.39285714285714285,19.0,100.0,0.5866666666666668,0.6470588235294118,0.5365853658536586,14854.0,-406.8036,-406.8036,0.0,1.579,22.0,3.8,0.861221061400131,0.95493936226779,0.7842539277174995,0.8822898459873848,0.9162711101146731,0.8507389389799294
0.25,-948.9671,-948.9671,0.0,0.24814814814814812,0.41290726817042633,0.01,-1852.7094556046418,-955.0755688375988,-1852.7094556046418,0.0,0.0040264784477497505,0.7272727272727273,1.0,0.5714285714285714,19.0,300.0,0.6666666666666666,0.7352941176470589,0.6097560975609756,44089.0,-1158.1011,-1158.1011,0.0,1.579,22.0,3.8,0.9224751221493329,1.0,0.8561056371982696,0.918094138557192,0.9519089709064743,0.8865993128528409
0.111,-38.5462,-38.5462,0.0,0.5358974358974359,0.8023682336182327,0.02,-59.91208502501103,-53.419342844451094,-59.91208502501103,0.0,0.011799460880703844,0.15384615384615385,1.0,0.08333333333333333,13.0,10.0,0.20689655172413793,0.2727272727272727,0.16666666666666666,1266.0,-52.6792,-52.6792,0.0,1.579,22.0,3.8,0.3065988043216105,1.0,0.1810550300212731,0.4578969107112914,0.5322250642701879,0.40178537607084125
0.168,-92.2243,-92.2243,0.0,0.4892156862745099,0.7529674369747896,0.02,-172.24530599820054,-109.37866694678172,-172.24530599820054,0.0,0.004815728845891791,0.16666666666666666,0.6666666666666666,0.09523809523809523,17.0,30.0,0.2978723404255319,0.5384615384615384,0.20588235294117646,5450.0,-112.6965,-112.6965,0.0,1.579,22.0,3.8,0.38870059746522917,0.8840331829803283,0.2491175540613548,0.5975214408994168,0.8527026613562108,0.459893072944199
0.162,-365.6349,-365.6349,0.0,0.41585445094217033,0.6664705745846108,0.02,-618.49316685281,-360.70567470526464,-618.49316685281,0.0,0.004195675899175913,0.358974358974359,0.6363636363636364,0.25,19.0,100.0,0.29090909090909095,0.5714285714285714,0.1951219512195122,20111.0,-389.2792,-389.2792,0.0,1.579,22.0,3.8,0.6344839028006385,0.8259438925402469,0.5150836492376762,0.6654045994589254,0.8666166998563544,0.5400217131391143
0.262,-1186.4885,-1186.4885,0.0,0.31345029239766065,0.37669404993966443,0.02,-1920.3896405562082,-1135.6338442689846,-1920.3896405562082,0.0,0.005295676129565697,0.7307692307692307,0.7916666666666666,0.6785714285714286,19.0,300.0,0.6764705882352942,0.8518518518518519,0.5609756097560976,44238.0,-1291.6124,-1291.6124,0.0,1.579,22.0,3.8,0.9295406219703121,0.9504339623122844,0.9095461170043303,0.8351673692176665,0.9689566787831598,0.7338417086577175
0.019,-72.3252,-72.3252,0.0,0.5721839080459771,0.6648663565042872,0.001,-116.11107676571149,-65.79299019241599,-116.11107676571149,0.0,0.0020383215418301502,0.0,0.0,0.0,30.0,10.0,0.23333333333333334,0.2545454545454545,0.2153846153846154,4752.0,-112.4931,-112.4931,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.4756179838615116,0.4066067406961952,0.5728437720551532
0.425,-205.1211,-205.1211,0.0,0.11592394533571004,0.2763573151942131,0.001,-385.1320885069827,-206.55609372398789,-385.1320885069827,0.0,0.003266092476917687,0.0,0.0,0.0,34.0,30.0,0.6708860759493671,0.654320987654321,0.6883116883116883,15630.0,-402.7558,-402.7558,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9576279690436637,0.958936223868622,0.9563232789998108
0.336,-701.3837,-701.3837,0.0,0.08285799168152111,0.17232938629997402,0.001,-1257.3155646419568,-672.1529567946042,-1257.3155646419568,0.0,0.0033052184746512224,1.0,1.0,1.0,34.0,100.0,0.8194444444444445,0.8805970149253731,0.7662337662337663,59051.0,-1112.7542,-1112.7542,0.0,3.351,23.0,1.057,1.0,1.0,1.0,0.996671311735392,0.9972084874949013,0.9961347143954287
0.297,-2064.8642,-2064.8642,0.0,0.14301841948900773,0.1558853109655253,0.001,-3790.7562879187767,-2058.118178691943,-3790.7562879187767,0.0,0.0008232864110015618,0.0,0.0,0.0,34.0,300.0,0.8535031847133757,0.8481012658227848,0.8589743589743589,135801.0,-3437.7929,-3437.7929,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9971443601066193,0.9954171084279291,0.9988776164724686
0.009,-63.5257,-63.5257,0.0,0.48722002635046113,0.6130693581780551,0.01,-93.06191494193153,-57.02363012442489,-93.06191494193153,0.0,0.003519309365010632,0.0,0.0,0.0,23.0,10.0,0.23076923076923078,0.23684210526315788,0.225,3470.0,-87.9648,-87.9648,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.06287690327699809,0.078972881208915,0.05223130116585256
0.189,-238.3956,-238.3956,0.0,0.14927398989898988,0.3420623647186135,0.01,-381.68870342186204,-227.33811315174466,-381.68870342186204,0.0,0.01065770634196426,0.0,0.0,0.0,33.0,30.0,0.6666666666666667,0.71875,0.6216216216216216,13937.0,-377.9313,-377.9313,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.8447645489191261,0.8971503679883954,0.7981589709337946
0.305,-779.5876,-779.5876,0.0,0.4314564564564564,0.3903780945447616,0.01,-1363.4322926335187,-771.3921776801784,-1363.4322926335187,0.0,0.0005391994778677511,0.0,0.0,0.0,37.0,100.0,0.5405405405405405,0.5434782608695652,0.5376344086021505,56496.0,-1170.1632,-1170.1632,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9577998667015153,0.934294511591293,0.9825184591783138
0.268,-2288.694,-2288.694,0.0,0.13155298155298156,0.21686462936462936,0.01,-4072.8287234210193,-2297.800427841941,-4072.8287234210193,0.0,0.0030462170846159505,0.0,0.0,0.0,37.0,300.0,0.7553191489361704,0.7473684210526316,0.7634408602150538,144116.0,-3590.6454,-3590.6454,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9946635228488313,0.991759055950623,0.9975850517661802
0.071,-58.2363,-58.2363,0.0,0.7461913160325859,0.7170096548072736,0.02,-108.80345257922366,-79.55173694414877,-108.80345257922366,0.0,0.0034844092162311263,0.0,0.0,0.0,28.0,10.0,0.17857142857142858,0.1388888888888889,0.25,4705.0,-89.7401,-89.7401,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.40481322597524344,0.3225109306829709,0.5435137252651291
0.448,-260.7611,-260.7611,0.0,0.1084233693477391,0.28495510325342127,0.02,-406.169534220446,-252.78680638988482,-406.169534220446,0.0,0.0034109509927792814,0.0,0.0,0.0,35.0,30.0,0.7162162162162162,0.8153846153846154,0.6385542168674698,15882.0,-396.545,-396.545,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9752047988889165,0.9798151447215708,0.9706376361897765
0.306,-918.1107,-918.1107,0.0,0.25341412841412836,0.24630016921683515,0.02,-1396.04505745381,-872.0449659327144,-1396.04505745381,0.0,0.0032536097635493017,0.0,0.0,0.0,37.0,100.0,0.7469879518072289,0.8493150684931506,0.6666666666666666,58238.0,-1258.0045,-1258.0045,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9700267037369874,0.9739233991505282,0.9661610656421298
0.675,-2701.3885,-2701.3885,0.0,0.05463320463320463,0.10762727012727016,0.02,-4259.096772889666,-2706.6194768084492,-4259.096772889666,0.0,0.008886879042244927,0.0,0.0,0.0,37.0,300.0,0.9139784946236559,0.9139784946236559,0.9139784946236559,128259.0,-4007.3032,-4007.3032,0.0,3.351,23.0,1.057,0.0,0.0,0.0,0.9957903639536638,0.9932144315595339,0.9983796926123336
0.496,-49.4357,-49.4357,0.0,0.39811507936507934,0.6385305782180778,0.001,-73.05847476357214,-50.42689529800721,-73.05847476357214,0.0,0.0008783823843966634,0.5555555555555556,1.0,0.38461538461538464,16.0,10.0,0.4,0.4090909090909091,0.391304347826087,2183.0,-63.1894,-63.1894,0.0,1.833,24.0,3.0,0.7822067030079367,1.0,0.6423148369595882,0.7730458911769039,0.7993628504771447,0.7484065370175644
0.007,-163.1731,-163.1731,0.0,0.35847953216374256,0.6786983240930619,0.001,-249.18618092479574,-186.44452793860427,-249.18618092479574,0.0,0.0075484747910498215,0.4666666666666667,0.5384615384615384,0.4117647058823529,19.0,30.0,0.29999999999999993,0.34615384615384615,0.2647058823529412,5479.0,-192.4528,-192.4528,0.0,1.833,24.0,3.0,0.6752524710799992,0.5981991699778403,0.7750909905454881,0.6357382273881531,0.582402064872882,0.6998282344402909
0.399,-542.8349,-542.8349,0.0,0.10764895330112721,0.2161286127318731,0.001,-902.4699746855973,-498.2938101661771,-902.4699746855973,0.0,0.0008625934243264385,0.8627450980392156,1.0,0.7586206896551724,24.0,100.0,0.7722772277227723,1.0,0.6290322580645161,24418.0,-670.4688,-670.4688,0.0,1.833,24.0,3.0,0.9996337645239105,1.0,0.9992677972064596,0.9570252243577789,1.0,0.91759191756913
0.695,-1518.4169,-1518.4169,0.0,0.01917728004684527,0.0880871342827864,0.001,-2686.2210283841523,-1525.0917445154573,-2686.2210283841523,0.0,0.0009447860235155495,0.9056603773584906,1.0,0.8275862068965517,24.0,300.0,0.9666666666666666,1.0,0.9354838709677419,56968.0,-1968.5572,-1968.5572,0.0,1.833,24.0,3.0,0.9994973034780327,1.0,0.9989951121097126,0.9998609194495561,1.0,0.9997218775805314
0.036,-44.3444,-44.3444,0.0,0.6306985294117646,0.7764350437144562,0.01,-77.45830134662462,-76.50462802762438,-77.45830134662462,0.0,0.0007929123365975196,0.10526315789473684,0.3333333333333333,0.0625,17.0,10.0,0.20000000000000004,0.17647058823529413,0.23076923076923078,2152.0,-63.8569,-63.8569,0.0,1.833,24.0,3.0,0.2906931442332839,0.5437096065253314,0.19837766235676937,0.30006338121505616,0.2564404217575006,0.36156985992211316
0.594,-159.2189,-159.2189,0.0,0.5390357227313749,0.5808770226260344,0.01,-284.21146936251245,-214.44473378531384,-284.21146936251245,0.0,0.001204203264428294,0.5416666666666667,0.5909090909090909,0.5,23.0,30.0,0.40624999999999994,0.3561643835616438,0.4727272727272727,7414.0,-208.9712,-208.9712,0.0,1.833,24.0,3.0,0.902332584511765,0.8796469285215156,0.9262193192536547,0.7048905383365117,0.5779765775963948,0.9032232016195448
0.47,-610.769,-610.769,0.0,0.45683462069331643,0.4776357725406633,0.01,-921.0049758408,-587.8186860290828,-921.0049758408,0.0,0.00588186993776134,0.736842105263158,0.75,0.7241379310344828,24.0,100.0,0.4029850746268656,0.375,0.43548387096774194,20441.0,-711.2064,-711.2064,0.0,1.833,24.0,3.0,0.9644186463494933,0.9610782181065882,0.9677823762955661,0.7193520954404511,0.6070077044296426,0.8827261943321952
0.335,-1730.7031,-1730.7031,0.0,0.0655101742058264,0.18035858063031965,0.01,-2686.0664609055966,-1635.6531599911002,-2686.0664609055966,0.0,0.003098203493678684,0.8846153846153846,1.0,0.7931034482758621,24.0,300.0,0.8411214953271028,1.0,0.7258064516129032,60003.0,-1983.7145,-1983.7145,0.0,1.833,24.0,3.0,0.9987269663280248,1.0,0.9974571697645614,0.9664960878403012,1.0,0.935164421216972
0.105,-49.483,-49.483,0.0,0.5473015873015873,0.8321941352298502,0.02,-82.67589829535208,-63.39046518862673,-82.67589829535208,0.0,0.0006994967660708209,0.0,0.0,0.0,21.0,10.0,0.10666666666666665,0.14285714285714285,0.0851063829787234,3167.0,-62.6092,-62.6092,0.0,1.833,24.0,3.0,0.0,0.0,0.0,0.03126844042286455,0.028564546595774964,0.0345377524467466
0.557,-144.67,-144.67,0.0,0.9481443688586545,0.8173656766513913,0.02,-272.8467078413264,-239.99912776865926,-272.8467078413264,0.0,0.0009546568970975944,0.19354838709677416,0.3,0.14285714285714285,21.0,30.0,0.19469026548672566,0.16176470588235295,0.24444444444444444,7148.0,-181.1124,-181.1124,0.0,1.833,24.0,3.0,0.654125150256158,0.7761417878215138,0.5652609263896273,0.43181353879444345,0.29677961825395033,0.7923144727307325
0.542,-749.6913,-749.6913,0.0,0.22886473429951693,0.31335428359884926,0.02,-999.6563228998219,-755.9537976531964,-999.6563228998219,0.0,0.010511029755740635,0.8400000000000001,1.0,0.7241379310344828,24.0,100.0,0.6610169491525423,0.6964285714285714,0.6290322580645161,21790.0,-845.9278,-845.9278,0.0,1.833,24.0,3.0,0.973971399053291,1.0,0.9492634008005378,0.8688721288328847,0.8478556314868105,0.8909570157663881
0.252,-1943.0363,-1943.0363,0.0,0.297866344605475,0.40815883995231844,0.02,-2760.1100336158443,-1890.4069792250214,-2760.1100336158443,0.0,0.00613107888629099,0.7755102040816326,0.95,0.6551724137931034,24.0,300.0,0.4905660377358491,0.5909090909090909,0.41935483870967744,60184.0,-2114.1526,-2114.1526,0.0,1.833,24.0,3.0,0.9664820661040728,0.9980313344618635,0.9368663157849593,0.8393607602089126,0.8262574339867373,0.8528863856150808
0.233,-43.2182,-43.2182,0.0,0.8153587153587153,0.7226182115605189,0.001,-65.244551285451,-51.68280665807609,-65.244551285451,0.0,0.03167493488832092,0.3333333333333333,0.5,0.25,13.0,10.0,0.17391304347826086,0.17391304347826086,0.17391304347826086,1817.0,-64.6795,-64.6795,0.0,1.92,25.0,2.273,0.7078777530480566,0.9415457768797781,0.5671302604905006,0.30423446419152816,0.24034718273655162,0.4143825074633715
0.586,-183.7933,-183.7933,0.0,0.31969181612038766,0.4683938175821293,0.001,-291.270782001886,-221.45338368012165,-291.270782001886,0.0,0.003566391153703444,0.5517241379310345,0.6153846153846154,0.5,22.0,30.0,0.7047619047619049,0.8409090909090909,0.6065573770491803,7812.0,-222.6664,-222.6664,0.0,1.92,25.0,2.273,0.8438614165548691,0.9132818700792608,0.7842490183322292,0.8943527957032704,0.9194360630074171,0.8706017833958399
0.399,-595.5233,-595.5233,0.0,0.01432806324110672,0.09756258234519119,0.001,-991.2696641600721,-713.8631736916109,-991.2696641600721,0.0,0.006396709206272559,0.9500000000000001,0.95,0.95,23.0,100.0,0.9925925925925926,0.9852941176470589,1.0,20226.0,-784.9813,-784.9813,0.0,1.92,25.0,2.273,0.9316077795699444,0.9497405430948931,0.9141544378470084,0.9856565721123419,0.9717187936682791,1.0
1.522,-1755.6362,-1755.6362,0.0,0.07933333333333333,0.09231349206349211,0.001,-2936.7802756425167,-1765.9158148287252,-2936.7802756425167,0.0,0.00423019807958665,0.9777777777777777,1.0,0.9565217391304348,25.0,300.0,0.9101796407185629,0.8636363636363636,0.9620253164556962,64200.0,-2336.0836,-2336.0836,0.0,1.92,25.0,2.273,0.9996845120223063,1.0,0.9993692230471581,0.9916982898214081,0.9875638571515731,0.995867485603015
0.173,-52.2794,-52.2794,0.0,0.5856613756613757,0.7890471036899608,0.01,-84.55914445845404,-64.47095286503475,-84.55914445845404,0.0,0.004505324284496553,0.0,0.0,0.0,21.0,10.0,0.16666666666666666,0.3157894736842105,0.11320754716981132,3166.0,-64.5042,-64.5042,0.0,1.92,25.0,2.273,0.0,0.0,0.0,0.13567673647254141,0.15938286731400547,0.11810948502999578
0.15,-208.7076,-208.7076,0.0,0.5425993893385198,0.6204100599481033,0.01,-319.0653856238271,-249.42859215043185,-319.0653856238271,0.0,0.007443108291590709,0.4571428571428572,0.6153846153846154,0.36363636363636365,24.0,30.0,0.34146341463414637,0.40384615384615385,0.29577464788732394,8366.0,-246.7701,-246.7701,0.0,1.92,25.0,2.273,0.6672756177575835,0.7494892912235096,0.6013155549957766,0.6404146862600131,0.6726825581073216,0.6111008251042686
2.068,-685.456,-685.456,0.0,0.18350000000000014,0.26719294131794075,0.01,-1016.8888475513638,-690.1354578088162,-1016.8888475513638,0.0,0.010575678986314023,0.717948717948718,0.875,0.6086956521739131,25.0,100.0,0.8472222222222223,0.9384615384615385,0.7721518987341772,24365.0,-852.2369,-852.2369,0.0,1.92,25.0,2.273,0.933701309206567,0.994726440753244,0.8797309939215916,0.9741672379843721,0.9866766489232888,0.9619710527164786
0.401,-1967.2104,-1967.2104,0.0,0.017583333333333336,0.10307407407407415,0.01,-3024.0609793619437,-1975.5594204325648,-3024.0609793619437,0.0,0.006098646948717136,0.8936170212765957,0.875,0.9130434782608695,25.0,300.0,0.9743589743589742,0.987012987012987,0.9620253164556962,64829.0,-2482.9876,-2482.9876,0.0,1.92,25.0,2.273,0.9888663555647987,0.9892741656503418,0.9884588815651297,0.9971428203240557,0.9974816024986147,0.9968042681976368
0.279,-69.8499,-69.8499,0.0,0.570330859616574,0.8333059256760565,0.02,-106.83480137085336,-86.11815416217084,-106.83480137085336,0.0,0.004799418317173591,0.0,0.0,0.0,22.0,10.0,0.06451612903225808,0.08333333333333333,0.05263157894736842,2674.0,-93.5435,-93.5435,0.0,1.92,25.0,2.273,0.0,0.0,0.0,0.06108464913788398,0.06546189005752673,0.05725610456656373
0.268,-240.6298,-240.6298,0.0,0.5021319562080432,0.6938316916577782,0.02,-325.71724409518214,-253.61415297896397,-325.71724409518214,0.0,0.019378109405443364,0.3888888888888889,0.5,0.3181818181818182,24.0,30.0,0.40625000000000006,0.5,0.34210526315789475,9640.0,-271.2666,-271.2666,0.0,1.92,25.0,2.273,0.5186087176196663,0.6152121612565024,0.4482261807972959,0.5001391567603913,0.58201022851596,0.4384610694665449
0.352,-765.0433,-765.0433,0.0,0.07083333333333333,0.13741269841269846,0.02,-1054.523779144941,-785.3491772397679,-1054.523779144941,0.0,0.007322913518451977,0.9333333333333332,0.9545454545454546,0.9130434782608695,25.0,100.0,0.9419354838709677,0.9605263157894737,0.9240506329113924,20939.0,-904.703,-904.703,0.0,1.92,25.0,2.273,0.9704351370735951,0.9812946910633368,0.9598133080413268,0.9766383937672066,0.975672331246309,0.9776063712789569
1.159,-2319.4357,-2319.4357,0.0,0.0805952380952381,0.13994047619047606,0.02,-3145.1480728685556,-2248.3168137699117,-3145.1480728685556,0.0,0.011032396120439488,0.9333333333333332,0.9545454545454546,0.9130434782608695,25.0,300.0,0.9027777777777779,1.0,0.8227848101265823,58301.0,-2712.1467,-2712.1467,0.0,1.92,25.0,2.273,0.988282183765693,0.9975267903395248,0.9792073530733909,0.9456139014433002,1.0,0.8968383619033929
0.071,-14.2797,-14.2797,0.0,0.9944444444444444,0.6353835978835981,0.001,-28.647955219410235,-11.200077413803944,-28.647955219410235,0.0,0.0016832115812783362,0.0,0.0,0.0,9.0,10.0,0.07142857142857142,1.0,0.037037037037037035,1325.0,-14.4023,-14.4023,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.00026096996599900865,1.0,0.00013050201155226314
0.075,-54.9023,-54.9023,0.0,0.4924242424242423,0.5598701298701297,0.001,-111.57366690178195,-51.768049132577914,-111.57366690178195,0.0,0.011886565638024522,0.0,0.0,0.0,11.0,30.0,0.6071428571428572,0.9444444444444444,0.4473684210526316,5493.0,-76.5524,-76.5524,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.821038427048708,0.9958888799555661,0.6984159637951644
0.043,-172.1984,-172.1984,0.0,0.4477922077922077,0.5584704184704183,0.001,-368.20245010427834,-164.19427557785133,-368.20245010427834,0.0,0.004424377574930968,0.0,0.0,0.0,11.0,100.0,0.5901639344262294,0.782608695652174,0.47368421052631576,16538.0,-221.8257,-221.8257,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.8850622416805466,0.9852125369758564,0.8033943954787799
0.089,-568.9349,-568.9349,0.0,0.35106060606060613,0.5074025974025972,0.001,-1127.8857542320711,-514.5748647954598,-1127.8857542320711,0.0,0.0027562441806792395,0.6666666666666666,1.0,0.5,11.0,300.0,0.7096774193548387,0.9166666666666666,0.5789473684210527,51960.0,-712.2475,-712.2475,0.0,3.727,26.0,1.222,0.9992831460861554,1.0,0.9985673191951531,0.860932048086138,0.9547869207956521,0.7838774539576926
0.091,-15.174,-15.174,0.0,0.5305555555555556,0.49837962962962973,0.01,-30.508289898528545,-15.136340723100727,-30.508289898528545,0.0,0.00896775539704327,0.0,0.0,0.0,9.0,10.0,0.5,0.9,0.34615384615384615,1750.0,-17.1596,-17.1596,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.8743164717395187,0.9949045430327861,0.7798002591954293
0.067,-67.9494,-67.9494,0.0,0.9859090909090908,0.6366017316017313,0.01,-109.8149710750198,-58.83376679454687,-109.8149710750198,0.0,0.0017779796400213732,0.4,0.3333333333333333,0.5,11.0,30.0,0.0,0.0,0.0,4104.0,-68.3032,-68.3032,0.0,3.727,26.0,1.222,0.028814053373831545,0.0637021703063758,0.01861763249343917,0.0,0.0,0.0
0.176,-216.8123,-216.8123,0.0,0.09045454545454545,0.4067532467532466,0.01,-388.81751213246594,-206.21560919400804,-388.81751213246594,0.0,0.005032081039629518,0.6666666666666666,1.0,0.5,11.0,100.0,0.7999999999999999,0.9629629629629629,0.6842105263157895,18329.0,-268.0631,-268.0631,0.0,3.727,26.0,1.222,0.9873664946025833,1.0,0.9750482176817593,0.9611813910352347,0.9997455069063486,0.9254819139968855
0.006,-680.7258,-680.7258,0.0,0.17,0.3626406926406927,0.01,-1158.362678695798,-619.9342521994902,-1158.362678695798,0.0,0.00947578098076037,0.6666666666666666,1.0,0.5,11.0,300.0,0.8307692307692308,1.0,0.7105263157894737,50483.0,-827.9708,-827.9708,0.0,3.727,26.0,1.222,0.9909197989673434,1.0,0.982003014183879,0.9208162432489033,1.0,0.853252504486389
0.034,-19.8732,-19.8732,0.0,0.5047619047619046,0.44732142857142865,0.02,-30.479296305631102,-17.231925227871415,-30.479296305631102,0.0,0.00597087406503674,0.0,0.0,0.0,8.0,10.0,0.5517241379310345,1.0,0.38095238095238093,1179.0,-21.5885,-21.5885,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.8378582448593551,1.0,0.7209604518150677
0.123,-75.7879,-75.7879,0.0,0.9021212121212122,0.6881601731601729,0.02,-120.22450641446945,-74.8183392270177,-120.22450641446945,0.0,0.004232752632560372,0.0,0.0,0.0,11.0,30.0,0.24489795918367344,0.5454545454545454,0.15789473684210525,5929.0,-92.4062,-92.4062,0.0,3.727,26.0,1.222,0.0,0.0,0.0,0.522654323053682,0.8745292708885768,0.37269645447131355
0.04,-243.9364,-243.9364,0.0,0.11333333333333336,0.305995670995671,0.02,-395.7885656919398,-243.22751578027717,-395.7885656919398,0.0,0.005480905736190804,0.6666666666666666,1.0,0.5,11.0,100.0,0.88,0.8918918918918919,0.868421052631579,16115.0,-289.1515,-289.1515,0.0,3.727,26.0,1.222,0.9708362116785493,1.0,0.9433252730957115,0.9716749025071422,0.9614612923881146,0.9821078410589387
1.025,-711.5062,-711.5062,0.0,0.011818181818181818,0.0843939393939394,0.02,-1193.9796295968213,-694.548805067145,-1193.9796295968213,0.0,0.018117681642966982,1.0,1.0,1.0,11.0,300.0,0.972972972972973,1.0,0.9473684210526315,47773.0,-933.9121,-933.9121,0.0,3.727,26.0,1.222,1.0,1.0,1.0,0.9906964925255961,1.0,0.9815644998644972
0.133,-38.3156,-38.3156,0.0,0.9630036630036629,0.5166666666666666,0.001,-53.94380471723906,-30.45895797122184,-53.94380471723906,0.0,0.014440950360373175,0.0,0.0,0.0,14.0,10.0,0.2553191489361702,0.3157894736842105,0.21428571428571427,2748.0,-51.539,-51.539,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.28132320569524905,0.5745854861571765,0.18625873929643383
0.66,-173.0271,-173.0271,0.0,0.9816849816849816,0.4974358974358973,0.001,-172.87319094966017,-105.29585098162376,-172.87319094966017,0.0,0.016666666666666666,0.0,0.0,0.0,14.0,30.0,0.17142857142857143,0.42857142857142855,0.10714285714285714,4916.0,-194.6573,-194.6573,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.039119126151633446,0.39128273651320056,0.020588760433030442
0.105,-489.3168,-489.3168,0.0,0.9404761904761905,0.49954212454212427,0.001,-583.5712822770008,-349.79149181319434,-583.5712822770008,0.0,0.011817047702157482,0.0,0.0,0.0,14.0,100.0,0.36363636363636365,0.5,0.2857142857142857,19756.0,-625.6085,-625.6085,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.3095506090535468,0.5709452067559438,0.212336879169824
0.25,-1094.6066,-1094.6066,0.0,0.008241758241758242,0.06227106227106227,0.001,-1724.5011842275549,-1052.1620420969812,-1724.5011842275549,0.0,0.017895200590655642,0.0,0.0,0.0,14.0,300.0,0.9642857142857143,0.9642857142857143,0.9642857142857143,31008.0,-1728.3494,-1728.3494,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.9972730616729927,0.9978490467079013,0.9966977412022724
0.058,-29.7435,-29.7435,0.0,0.4198717948717949,0.4324786324786321,0.01,-51.10173426564826,-28.356919775370642,-51.10173426564826,0.0,0.009377187427053311,0.0,0.0,0.0,13.0,10.0,0.6530612244897959,0.64,0.6666666666666666,2018.0,-47.613,-47.613,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.8237299519973528,0.7473782036726262,0.9174568408274414
0.286,-147.9463,-147.9463,0.0,0.4813186813186814,0.41529304029304037,0.01,-184.692506001391,-127.98007815425804,-184.692506001391,0.0,0.02836149953699301,0.0,0.0,0.0,14.0,30.0,0.6545454545454545,0.6666666666666666,0.6428571428571429,6063.0,-187.9845,-187.9845,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.822206477727012,0.8225713596336939,0.8218419193904908
0.082,-468.079,-468.079,0.0,0.9699633699633698,0.5011904761904759,0.01,-573.3725686838028,-356.545704551883,-573.3725686838028,0.0,0.015336127528751011,0.0,0.0,0.0,14.0,100.0,0.2978723404255319,0.3684210526315789,0.25,18444.0,-579.3358,-579.3358,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.17639854974249877,0.3425747408309994,0.11878049487398777
0.203,-1217.0696,-1217.0696,0.0,0.01648351648351648,0.09157509157509162,0.01,-1770.9318827943916,-1153.139729223861,-1770.9318827943916,0.0,0.02535498449803112,0.0,0.0,0.0,14.0,300.0,0.9433962264150945,1.0,0.8928571428571429,30724.0,-1851.6998,-1851.6998,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.9953364184485521,1.0,0.9907161329681201
0.054,-62.0262,-62.0262,0.0,0.9798534798534797,0.5510073260073259,0.02,-59.74628213214744,-39.80997085966971,-59.74628213214744,0.0,0.00906049592163118,0.0,0.0,0.0,14.0,10.0,0.15789473684210525,0.3,0.10714285714285714,2716.0,-66.3876,-66.3876,0.0,3.0,27.0,1.0,0.0,0.0,0.0,0.19295614083475088,0.5229287864383466,0.11830478502184177
